url,host,service,city,page_type,query_cluster,estimated_money_score,reason_to_create,required_unique_blocks,internal_link_sources,canonical,sitemap_target,indexnow_eligible,risk_level
https://www.kalkremont.ru/dizayn-interyera/cena/v-moskve/,www.kalkremont.ru,Дизайн интерьера,Москва,price,Дизайн цена/стоимость в Москве,43.6,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 2 100–8 400 ₽/м² (city.priceMult=1.4) × 10 подтипов; страницы /dizayn-interyera/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/dizayn-interyera/ ; https://www.kalkremont.ru/dizayn-interyera/v-moskve/ ; https://www.kalkremont.ru/dizayn-interyera/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/dizayn-interyera/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/cena/v-moskve/,www.kalkremont.ru,Ремонт ванной комнаты,Москва,price,Ремонт ванной цена/стоимость в Москве,41.18,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 35 000–84 000 ₽/м² (city.priceMult=1.4) × 6 подтипов; страницы /remont-vannoy/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/v-moskve/ ; https://www.kalkremont.ru/remont-vannoy/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/cena/v-moskve/,www.kalkremont.ru,Ремонт кухни,Москва,price,Ремонт кухни цена/стоимость в Москве,39.73,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 25 200–63 000 ₽/м² (city.priceMult=1.4) × 6 подтипов; страницы /remont-kuhni/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/v-moskve/ ; https://www.kalkremont.ru/remont-kuhni/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-moskve/,www.kalkremont.ru,Ремонт ванной комнаты,Москва,turnkey,Ремонт ванной под ключ в Москве,39.01,Интент «под ключ» + город; полный цикл 35 000–84 000 ₽/м² (priceMult=1); страницы /remont-vannoy/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/pod-klyuch/ ; https://www.kalkremont.ru/remont-vannoy/v-moskve/ ; https://www.kalkremont.ru/remont-vannoy/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/pod-klyuch/v-moskve/,www.kalkremont.ru,Ремонт кухни,Москва,turnkey,Ремонт кухни под ключ в Москве,37.64,Интент «под ключ» + город; полный цикл 25 200–63 000 ₽/м² (priceMult=1); страницы /remont-kuhni/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/pod-klyuch/ ; https://www.kalkremont.ru/remont-kuhni/v-moskve/ ; https://www.kalkremont.ru/remont-kuhni/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/dizayn-interyera/cena/v-sankt-peterburge/,www.kalkremont.ru,Дизайн интерьера,Санкт-Петербург,price,Дизайн цена/стоимость в Санкт-Петербурге,37.06,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 2 000–7 800 ₽/м² (city.priceMult=1.3) × 10 подтипов; страницы /dizayn-interyera/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/dizayn-interyera/ ; https://www.kalkremont.ru/dizayn-interyera/v-sankt-peterburge/ ; https://www.kalkremont.ru/dizayn-interyera/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/dizayn-interyera/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/cena/v-sankt-peterburge/,www.kalkremont.ru,Ремонт ванной комнаты,Санкт-Петербург,price,Ремонт ванной цена/стоимость в Санкт-Петербурге,35.01,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 32 500–78 000 ₽/м² (city.priceMult=1.3) × 6 подтипов; страницы /remont-vannoy/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-vannoy/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/natyazhnye-potolki/cena/v-moskve/,www.kalkremont.ru,Натяжные потолки,Москва,price,Натяжные потолки цена/стоимость в Москве,33.91,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 800–4 900 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /natyazhnye-potolki/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/natyazhnye-potolki/ ; https://www.kalkremont.ru/natyazhnye-potolki/v-moskve/ ; https://www.kalkremont.ru/natyazhnye-potolki/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/natyazhnye-potolki/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/cena/v-sankt-peterburge/,www.kalkremont.ru,Ремонт кухни,Санкт-Петербург,price,Ремонт кухни цена/стоимость в Санкт-Петербурге,33.77,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 23 400–58 500 ₽/м² (city.priceMult=1.3) × 6 подтипов; страницы /remont-kuhni/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-kuhni/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-sankt-peterburge/,www.kalkremont.ru,Ремонт ванной комнаты,Санкт-Петербург,turnkey,Ремонт ванной под ключ в Санкт-Петербурге,33.16,Интент «под ключ» + город; полный цикл 32 500–78 000 ₽/м² (priceMult=1); страницы /remont-vannoy/pod-klyuch/v-sankt-peterburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Санкт-Петербург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/pod-klyuch/ ; https://www.kalkremont.ru/remont-vannoy/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-vannoy/cena/v-sankt-peterburge/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/pod-klyuch/v-sankt-peterburge/,www.kalkremont.ru,Ремонт кухни,Санкт-Петербург,turnkey,Ремонт кухни под ключ в Санкт-Петербурге,31.99,Интент «под ключ» + город; полный цикл 23 400–58 500 ₽/м² (priceMult=1); страницы /remont-kuhni/pod-klyuch/v-sankt-peterburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Санкт-Петербург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/pod-klyuch/ ; https://www.kalkremont.ru/remont-kuhni/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-kuhni/cena/v-sankt-peterburge/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/pod-klyuch/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/zamena-okon/cena/v-moskve/,www.kalkremont.ru,Замена окон,Москва,price,Окна цена/стоимость в Москве,31.49,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 8 400–35 000 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /zamena-okon/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/zamena-okon/ ; https://www.kalkremont.ru/zamena-okon/v-moskve/ ; https://www.kalkremont.ru/zamena-okon/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/zamena-okon/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/zamena-okon/pod-klyuch/v-moskve/,www.kalkremont.ru,Замена окон,Москва,turnkey,Окна под ключ в Москве,29.84,Интент «под ключ» + город; полный цикл 8 400–35 000 ₽/м² (priceMult=1); страницы /zamena-okon/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/zamena-okon/ ; https://www.kalkremont.ru/zamena-okon/pod-klyuch/ ; https://www.kalkremont.ru/zamena-okon/v-moskve/ ; https://www.kalkremont.ru/zamena-okon/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/zamena-okon/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/ustanovka-dverey/cena/v-moskve/,www.kalkremont.ru,Установка дверей,Москва,price,Установка дверей цена/стоимость в Москве,29.07,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 6 300–25 200 ₽/м² (city.priceMult=1.4) × 6 подтипов; страницы /ustanovka-dverey/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/ustanovka-dverey/ ; https://www.kalkremont.ru/ustanovka-dverey/v-moskve/ ; https://www.kalkremont.ru/ustanovka-dverey/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/ustanovka-dverey/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/elektromontazh/cena/v-moskve/,www.kalkremont.ru,Электромонтажные работы,Москва,price,Электромонтаж цена/стоимость в Москве,29.07,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 2 100–8 400 ₽/м² (city.priceMult=1.4) × 6 подтипов; страницы /elektromontazh/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/elektromontazh/ ; https://www.kalkremont.ru/elektromontazh/v-moskve/ ; https://www.kalkremont.ru/elektromontazh/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/elektromontazh/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/santehnicheskie-raboty/cena/v-moskve/,www.kalkremont.ru,Сантехнические работы,Москва,price,Сантехника цена/стоимость в Москве,29.07,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 11 200–35 000 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /santehnicheskie-raboty/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/santehnicheskie-raboty/ ; https://www.kalkremont.ru/santehnicheskie-raboty/v-moskve/ ; https://www.kalkremont.ru/santehnicheskie-raboty/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/santehnicheskie-raboty/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/natyazhnye-potolki/cena/v-sankt-peterburge/,www.kalkremont.ru,Натяжные потолки,Санкт-Петербург,price,Натяжные потолки цена/стоимость в Санкт-Петербурге,28.83,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 800–4 600 ₽/м² (city.priceMult=1.3) × 7 подтипов; страницы /natyazhnye-potolki/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/natyazhnye-potolki/ ; https://www.kalkremont.ru/natyazhnye-potolki/v-sankt-peterburge/ ; https://www.kalkremont.ru/natyazhnye-potolki/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/natyazhnye-potolki/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/balkony-i-lodzhii/cena/v-moskve/,www.kalkremont.ru,Ремонт балконов и лоджий,Москва,price,Балконы цена/стоимость в Москве,28.1,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 16 800–49 000 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /balkony-i-lodzhii/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/balkony-i-lodzhii/ ; https://www.kalkremont.ru/balkony-i-lodzhii/v-moskve/ ; https://www.kalkremont.ru/balkony-i-lodzhii/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/balkony-i-lodzhii/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/elektromontazh/pod-klyuch/v-moskve/,www.kalkremont.ru,Электромонтажные работы,Москва,turnkey,Электромонтаж под ключ в Москве,27.54,Интент «под ключ» + город; полный цикл 2 100–8 400 ₽/м² (priceMult=1); страницы /elektromontazh/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/elektromontazh/ ; https://www.kalkremont.ru/elektromontazh/pod-klyuch/ ; https://www.kalkremont.ru/elektromontazh/v-moskve/ ; https://www.kalkremont.ru/elektromontazh/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/elektromontazh/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/santehnicheskie-raboty/pod-klyuch/v-moskve/,www.kalkremont.ru,Сантехнические работы,Москва,turnkey,Сантехника под ключ в Москве,27.54,Интент «под ключ» + город; полный цикл 11 200–35 000 ₽/м² (priceMult=1); страницы /santehnicheskie-raboty/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/santehnicheskie-raboty/ ; https://www.kalkremont.ru/santehnicheskie-raboty/pod-klyuch/ ; https://www.kalkremont.ru/santehnicheskie-raboty/v-moskve/ ; https://www.kalkremont.ru/santehnicheskie-raboty/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/santehnicheskie-raboty/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/dizayn-interyera/cena/v-ekaterinburge/,www.kalkremont.ru,Дизайн интерьера,Екатеринбург,price,Дизайн цена/стоимость в Екатеринбурге,27.04,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 1 500–6 000 ₽/м² (city.priceMult=1) × 10 подтипов; страницы /dizayn-interyera/cena/v-ekaterinburge/ ещё нет,h1-уникальный | intro-город-Екатеринбург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/dizayn-interyera/ ; https://www.kalkremont.ru/dizayn-interyera/v-ekaterinburge/ ; https://www.kalkremont.ru/dizayn-interyera/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://ekb.kalkremont.ru/,https://www.kalkremont.ru/dizayn-interyera/cena/v-ekaterinburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/zamena-okon/cena/v-sankt-peterburge/,www.kalkremont.ru,Замена окон,Санкт-Петербург,price,Окна цена/стоимость в Санкт-Петербурге,26.77,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 7 800–32 500 ₽/м² (city.priceMult=1.3) × 7 подтипов; страницы /zamena-okon/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/zamena-okon/ ; https://www.kalkremont.ru/zamena-okon/v-sankt-peterburge/ ; https://www.kalkremont.ru/zamena-okon/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/zamena-okon/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/styazhka-pola/cena/v-moskve/,www.kalkremont.ru,Стяжка пола,Москва,price,Стяжка цена/стоимость в Москве,26.65,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 1 100–4 900 ₽/м² (city.priceMult=1.4) × 6 подтипов; страницы /styazhka-pola/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/styazhka-pola/ ; https://www.kalkremont.ru/styazhka-pola/v-moskve/ ; https://www.kalkremont.ru/styazhka-pola/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/styazhka-pola/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/montazh-konditsionerov/cena/v-moskve/,www.kalkremont.ru,Монтаж кондиционеров,Москва,price,Кондиционеры цена/стоимость в Москве,26.65,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 7 700–25 200 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /montazh-konditsionerov/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/montazh-konditsionerov/ ; https://www.kalkremont.ru/montazh-konditsionerov/v-moskve/ ; https://www.kalkremont.ru/montazh-konditsionerov/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/montazh-konditsionerov/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/uteplenie-fasada/cena/v-moskve/,www.kalkremont.ru,Утепление фасада,Москва,price,Утепление фасада цена/стоимость в Москве,26.65,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 2 100–6 300 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /uteplenie-fasada/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/uteplenie-fasada/ ; https://www.kalkremont.ru/uteplenie-fasada/v-moskve/ ; https://www.kalkremont.ru/uteplenie-fasada/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/uteplenie-fasada/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
