url,host,service,city,page_type,query_cluster,estimated_money_score,reason_to_create,required_unique_blocks,internal_link_sources,canonical,sitemap_target,indexnow_eligible,risk_level
https://www.kalkremont.ru/balkony-i-lodzhii/pod-klyuch/v-moskve/,www.kalkremont.ru,Ремонт балконов и лоджий,Москва,turnkey,Балконы под ключ в Москве,26.62,Интент «под ключ» + город; полный цикл 16 800–49 000 ₽/м² (priceMult=1); страницы /balkony-i-lodzhii/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/balkony-i-lodzhii/ ; https://www.kalkremont.ru/balkony-i-lodzhii/pod-klyuch/ ; https://www.kalkremont.ru/balkony-i-lodzhii/v-moskve/ ; https://www.kalkremont.ru/balkony-i-lodzhii/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/balkony-i-lodzhii/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/dizayn-interyera/cena/v-novosibirske/,www.kalkremont.ru,Дизайн интерьера,Новосибирск,price,Дизайн цена/стоимость в Новосибирске,26.16,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 1 400–5 700 ₽/м² (city.priceMult=0.95) × 10 подтипов; страницы /dizayn-interyera/cena/v-novosibirske/ ещё нет,h1-уникальный | intro-город-Новосибирск | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/dizayn-interyera/ ; https://www.kalkremont.ru/dizayn-interyera/v-novosibirske/ ; https://www.kalkremont.ru/dizayn-interyera/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://nsk.kalkremont.ru/,https://www.kalkremont.ru/dizayn-interyera/cena/v-novosibirske/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/cena/v-ekaterinburge/,www.kalkremont.ru,Ремонт ванной комнаты,Екатеринбург,price,Ремонт ванной цена/стоимость в Екатеринбурге,25.53,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 25 000–60 000 ₽/м² (city.priceMult=1) × 6 подтипов; страницы /remont-vannoy/cena/v-ekaterinburge/ ещё нет,h1-уникальный | intro-город-Екатеринбург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/v-ekaterinburge/ ; https://www.kalkremont.ru/remont-vannoy/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://ekb.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/cena/v-ekaterinburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/zamena-okon/pod-klyuch/v-sankt-peterburge/,www.kalkremont.ru,Замена окон,Санкт-Петербург,turnkey,Окна под ключ в Санкт-Петербурге,25.36,Интент «под ключ» + город; полный цикл 7 800–32 500 ₽/м² (priceMult=1); страницы /zamena-okon/pod-klyuch/v-sankt-peterburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Санкт-Петербург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/zamena-okon/ ; https://www.kalkremont.ru/zamena-okon/pod-klyuch/ ; https://www.kalkremont.ru/zamena-okon/v-sankt-peterburge/ ; https://www.kalkremont.ru/zamena-okon/cena/v-sankt-peterburge/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/zamena-okon/pod-klyuch/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/dizayn-interyera/cena/v-kazani/,www.kalkremont.ru,Дизайн интерьера,Казань,price,Дизайн цена/стоимость в Казани,25.29,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 1 500–6 000 ₽/м² (city.priceMult=1) × 10 подтипов; страницы /dizayn-interyera/cena/v-kazani/ ещё нет,h1-уникальный | intro-город-Казань | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/dizayn-interyera/ ; https://www.kalkremont.ru/dizayn-interyera/v-kazani/ ; https://www.kalkremont.ru/dizayn-interyera/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://kzn.kalkremont.ru/,https://www.kalkremont.ru/dizayn-interyera/cena/v-kazani/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/montazh-konditsionerov/pod-klyuch/v-moskve/,www.kalkremont.ru,Монтаж кондиционеров,Москва,turnkey,Кондиционеры под ключ в Москве,25.25,Интент «под ключ» + город; полный цикл 7 700–25 200 ₽/м² (priceMult=1); страницы /montazh-konditsionerov/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/montazh-konditsionerov/ ; https://www.kalkremont.ru/montazh-konditsionerov/pod-klyuch/ ; https://www.kalkremont.ru/montazh-konditsionerov/v-moskve/ ; https://www.kalkremont.ru/montazh-konditsionerov/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/montazh-konditsionerov/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/uteplenie-fasada/pod-klyuch/v-moskve/,www.kalkremont.ru,Утепление фасада,Москва,turnkey,Утепление фасада под ключ в Москве,25.25,Интент «под ключ» + город; полный цикл 2 100–6 300 ₽/м² (priceMult=1); страницы /uteplenie-fasada/pod-klyuch/v-moskve/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Москва | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/uteplenie-fasada/ ; https://www.kalkremont.ru/uteplenie-fasada/pod-klyuch/ ; https://www.kalkremont.ru/uteplenie-fasada/v-moskve/ ; https://www.kalkremont.ru/uteplenie-fasada/cena/v-moskve/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/uteplenie-fasada/pod-klyuch/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/dizayn-interyera/cena/v-krasnodare/,www.kalkremont.ru,Дизайн интерьера,Краснодар,price,Дизайн цена/стоимость в Краснодаре,24.85,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 1 600–6 300 ₽/м² (city.priceMult=1.05) × 10 подтипов; страницы /dizayn-interyera/cena/v-krasnodare/ ещё нет,h1-уникальный | intro-город-Краснодар | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/dizayn-interyera/ ; https://www.kalkremont.ru/dizayn-interyera/v-krasnodare/ ; https://www.kalkremont.ru/dizayn-interyera/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://krd.kalkremont.ru/,https://www.kalkremont.ru/dizayn-interyera/cena/v-krasnodare/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/cena/v-novosibirske/,www.kalkremont.ru,Ремонт ванной комнаты,Новосибирск,price,Ремонт ванной цена/стоимость в Новосибирске,24.71,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 23 800–57 000 ₽/м² (city.priceMult=0.95) × 6 подтипов; страницы /remont-vannoy/cena/v-novosibirske/ ещё нет,h1-уникальный | intro-город-Новосибирск | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/v-novosibirske/ ; https://www.kalkremont.ru/remont-vannoy/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://nsk.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/cena/v-novosibirske/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/ustanovka-dverey/cena/v-sankt-peterburge/,www.kalkremont.ru,Установка дверей,Санкт-Петербург,price,Установка дверей цена/стоимость в Санкт-Петербурге,24.71,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 5 900–23 400 ₽/м² (city.priceMult=1.3) × 6 подтипов; страницы /ustanovka-dverey/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/ustanovka-dverey/ ; https://www.kalkremont.ru/ustanovka-dverey/v-sankt-peterburge/ ; https://www.kalkremont.ru/ustanovka-dverey/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/ustanovka-dverey/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/elektromontazh/cena/v-sankt-peterburge/,www.kalkremont.ru,Электромонтажные работы,Санкт-Петербург,price,Электромонтаж цена/стоимость в Санкт-Петербурге,24.71,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 2 000–7 800 ₽/м² (city.priceMult=1.3) × 6 подтипов; страницы /elektromontazh/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/elektromontazh/ ; https://www.kalkremont.ru/elektromontazh/v-sankt-peterburge/ ; https://www.kalkremont.ru/elektromontazh/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/elektromontazh/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/santehnicheskie-raboty/cena/v-sankt-peterburge/,www.kalkremont.ru,Сантехнические работы,Санкт-Петербург,price,Сантехника цена/стоимость в Санкт-Петербурге,24.71,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 10 400–32 500 ₽/м² (city.priceMult=1.3) × 7 подтипов; страницы /santehnicheskie-raboty/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/santehnicheskie-raboty/ ; https://www.kalkremont.ru/santehnicheskie-raboty/v-sankt-peterburge/ ; https://www.kalkremont.ru/santehnicheskie-raboty/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/santehnicheskie-raboty/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/cena/v-ekaterinburge/,www.kalkremont.ru,Ремонт кухни,Екатеринбург,price,Ремонт кухни цена/стоимость в Екатеринбурге,24.63,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 18 000–45 000 ₽/м² (city.priceMult=1) × 6 подтипов; страницы /remont-kuhni/cena/v-ekaterinburge/ ещё нет,h1-уникальный | intro-город-Екатеринбург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/v-ekaterinburge/ ; https://www.kalkremont.ru/remont-kuhni/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://ekb.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/cena/v-ekaterinburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/zvukoizolyatsiya/cena/v-moskve/,www.kalkremont.ru,Звукоизоляция квартиры,Москва,price,Звукоизоляция цена/стоимость в Москве,24.22,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 3 500–11 200 ₽/м² (city.priceMult=1.4) × 7 подтипов; страницы /zvukoizolyatsiya/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/zvukoizolyatsiya/ ; https://www.kalkremont.ru/zvukoizolyatsiya/v-moskve/ ; https://www.kalkremont.ru/zvukoizolyatsiya/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/zvukoizolyatsiya/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/uteplenie-balkona/cena/v-moskve/,www.kalkremont.ru,Утепление балкона,Москва,price,Утепление балкона цена/стоимость в Москве,24.22,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 7 000–21 000 ₽/м² (city.priceMult=1.4) × 6 подтипов; страницы /uteplenie-balkona/cena/v-moskve/ ещё нет,h1-уникальный | intro-город-Москва | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/uteplenie-balkona/ ; https://www.kalkremont.ru/uteplenie-balkona/v-moskve/ ; https://www.kalkremont.ru/uteplenie-balkona/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://moskva.kalkremont.ru/,https://www.kalkremont.ru/uteplenie-balkona/cena/v-moskve/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-ekaterinburge/,www.kalkremont.ru,Ремонт ванной комнаты,Екатеринбург,turnkey,Ремонт ванной под ключ в Екатеринбурге,24.19,Интент «под ключ» + город; полный цикл 25 000–60 000 ₽/м² (priceMult=1); страницы /remont-vannoy/pod-klyuch/v-ekaterinburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Екатеринбург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/pod-klyuch/ ; https://www.kalkremont.ru/remont-vannoy/v-ekaterinburge/ ; https://www.kalkremont.ru/remont-vannoy/cena/v-ekaterinburge/ ; https://ekb.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-ekaterinburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/cena/v-kazani/,www.kalkremont.ru,Ремонт ванной комнаты,Казань,price,Ремонт ванной цена/стоимость в Казани,23.89,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 25 000–60 000 ₽/м² (city.priceMult=1) × 6 подтипов; страницы /remont-vannoy/cena/v-kazani/ ещё нет,h1-уникальный | intro-город-Казань | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/v-kazani/ ; https://www.kalkremont.ru/remont-vannoy/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://kzn.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/cena/v-kazani/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/balkony-i-lodzhii/cena/v-sankt-peterburge/,www.kalkremont.ru,Ремонт балконов и лоджий,Санкт-Петербург,price,Балконы цена/стоимость в Санкт-Петербурге,23.89,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 15 600–45 500 ₽/м² (city.priceMult=1.3) × 7 подтипов; страницы /balkony-i-lodzhii/cena/v-sankt-peterburge/ ещё нет,h1-уникальный | intro-город-Санкт-Петербург | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/balkony-i-lodzhii/ ; https://www.kalkremont.ru/balkony-i-lodzhii/v-sankt-peterburge/ ; https://www.kalkremont.ru/balkony-i-lodzhii/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/balkony-i-lodzhii/cena/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/cena/v-novosibirske/,www.kalkremont.ru,Ремонт кухни,Новосибирск,price,Ремонт кухни цена/стоимость в Новосибирске,23.84,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 17 100–42 800 ₽/м² (city.priceMult=0.95) × 6 подтипов; страницы /remont-kuhni/cena/v-novosibirske/ ещё нет,h1-уникальный | intro-город-Новосибирск | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/v-novosibirske/ ; https://www.kalkremont.ru/remont-kuhni/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://nsk.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/cena/v-novosibirske/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/cena/v-krasnodare/,www.kalkremont.ru,Ремонт ванной комнаты,Краснодар,price,Ремонт ванной цена/стоимость в Краснодаре,23.47,Высокий коммерческий интент «цена/стоимость»; уникальная матрица цен 26 300–63 000 ₽/м² (city.priceMult=1.05) × 6 подтипов; страницы /remont-vannoy/cena/v-krasnodare/ ещё нет,h1-уникальный | intro-город-Краснодар | price-matrix(подтипы×city.priceMult) | table-смета-пример-по-площади | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/v-krasnodare/ ; https://www.kalkremont.ru/remont-vannoy/cena/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://krd.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/cena/v-krasnodare/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-novosibirske/,www.kalkremont.ru,Ремонт ванной комнаты,Новосибирск,turnkey,Ремонт ванной под ключ в Новосибирске,23.41,Интент «под ключ» + город; полный цикл 23 800–57 000 ₽/м² (priceMult=1); страницы /remont-vannoy/pod-klyuch/v-novosibirske/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Новосибирск | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-vannoy/pod-klyuch/ ; https://www.kalkremont.ru/remont-vannoy/v-novosibirske/ ; https://www.kalkremont.ru/remont-vannoy/cena/v-novosibirske/ ; https://nsk.kalkremont.ru/,https://www.kalkremont.ru/remont-vannoy/pod-klyuch/v-novosibirske/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/elektromontazh/pod-klyuch/v-sankt-peterburge/,www.kalkremont.ru,Электромонтажные работы,Санкт-Петербург,turnkey,Электромонтаж под ключ в Санкт-Петербурге,23.41,Интент «под ключ» + город; полный цикл 2 000–7 800 ₽/м² (priceMult=1); страницы /elektromontazh/pod-klyuch/v-sankt-peterburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Санкт-Петербург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/elektromontazh/ ; https://www.kalkremont.ru/elektromontazh/pod-klyuch/ ; https://www.kalkremont.ru/elektromontazh/v-sankt-peterburge/ ; https://www.kalkremont.ru/elektromontazh/cena/v-sankt-peterburge/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/elektromontazh/pod-klyuch/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/santehnicheskie-raboty/pod-klyuch/v-sankt-peterburge/,www.kalkremont.ru,Сантехнические работы,Санкт-Петербург,turnkey,Сантехника под ключ в Санкт-Петербурге,23.41,Интент «под ключ» + город; полный цикл 10 400–32 500 ₽/м² (priceMult=1); страницы /santehnicheskie-raboty/pod-klyuch/v-sankt-peterburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Санкт-Петербург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/santehnicheskie-raboty/ ; https://www.kalkremont.ru/santehnicheskie-raboty/pod-klyuch/ ; https://www.kalkremont.ru/santehnicheskie-raboty/v-sankt-peterburge/ ; https://www.kalkremont.ru/santehnicheskie-raboty/cena/v-sankt-peterburge/ ; https://spb.kalkremont.ru/,https://www.kalkremont.ru/santehnicheskie-raboty/pod-klyuch/v-sankt-peterburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
https://www.kalkremont.ru/remont-kuhni/pod-klyuch/v-ekaterinburge/,www.kalkremont.ru,Ремонт кухни,Екатеринбург,turnkey,Ремонт кухни под ключ в Екатеринбурге,23.34,Интент «под ключ» + город; полный цикл 18 000–45 000 ₽/м² (priceMult=1); страницы /remont-kuhni/pod-klyuch/v-ekaterinburge/ ещё нет (подтип pod-klyuch есть только без города),h1-уникальный | intro-под-ключ-Екатеринбург | price-блок-под-ключ | scope-что-входит-под-ключ | calc-cta-выше-сгиба | lead-form-sticky | faq-5-город | sroki-timeline | breadcrumbs | internal-links-6,https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/remont-kuhni/pod-klyuch/ ; https://www.kalkremont.ru/remont-kuhni/v-ekaterinburge/ ; https://www.kalkremont.ru/remont-kuhni/cena/v-ekaterinburge/ ; https://ekb.kalkremont.ru/,https://www.kalkremont.ru/remont-kuhni/pod-klyuch/v-ekaterinburge/,https://www.kalkremont.ru/sitemap.xml,yes,low
